numericID,Progress,Finished,Consent,Age,Gender,Gender_6_TEXT,Male,State,State2,LocalArea,Education,Education_7_TEXT,Employment,Income,Legal_TIME_First_Click,Legal_TIME_Last_Click,Legal_TIME_Page_Submit,Legal_TIME_Click_Count,Legal_Post,Legal_Pubs,Legal_All,NS_Fair,NS_Display,NS_Title,MEDIA,VenueInfo_Contact,VenueInfo_Hourly,ScreenMSG,Counselling_Treat,PC_TIME_First_Click,PC_TIME_Last_Click,PC_TIME_Page_Submit,PC_TIME_Click_Count,PC_Pokies,PC_All,SE_TIME_First_Click,SE_TIME_Last_Click,SE_TIME_Page_Submit,SE_TIME_Click_Count,SE_Pokies,SE_All,MaxBets,Resp_INDV,Resp_SNtwk,Resp_Design,Resp_Venues,Resp_Empl,Resp_Gvmt,Resp_Aust,Cards,Racing,SportsBetting,Dice,SkillGame,Pokies,Bingo,CasinoGames,LotteryScratch,None,Gambl_total,GamblMstDollars,GamblMstCents,PGSI_1,PGSI_2,PGSI_3,PGSI_4,PGSI_5,PGSI_6,PGSI_7,PGSI_8,PGSI_9,PGSI_total,PGSI_class,Gender_quota,Age_quota,Group,Group_N,Control,Brain,Design,Clubs,SpeedInterv,Speed1,Speed2,SpeedFinal,ArticleTime,ArticleTime2,ArticleCheck1,ArticleCheck2,TotalCheck
616,100,TRUE,Yes,40,Female,NA,FALSE,Victoria,Victoria,Major City,Postgraduate degree,NA,"Yes, full time","$5,000 or more",0.741,7.122,8.37,10,Agree,Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,0.51,6.237,7.222,7,Slightly Disagree,Slightly Agree,0.634,4.019,5.261,6,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Strongly Agree,0,1,0,0,0,0,0,0,0,FALSE,1,50,0,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,1,Low Risk,Female,35-44,Control,1,1,0,0,0,NA,79,283,374,0,0,Control,Control,CTRL
618,100,TRUE,Yes,30,Female,NA,FALSE,Victoria,Victoria,Outer Regional,"A trade, technical certificate or diploma",NA,"Yes, part time","$1,250 - $1,499",1.399,13.874,14.814,12,Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,0.843,10.69,11.1,11,Slightly Disagree,Slightly Disagree,0.726,6.823,7.308,8,Slightly Disagree,Slightly Disagree,Agree,Agree,Disagree,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,0,0,0,0,0,4,0,0,8,FALSE,12,50,0,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,1,Low Risk,Female,25-34,Control,1,1,0,0,0,NA,356,337,700,0,0,Control,Control,CTRL
619,100,TRUE,Yes,37,Female,NA,FALSE,New South Wales,New South Wales,Inner Regional,Undergraduate university degree,NA,"Yes, part time",$800 - $999,2.516,13.31,14.201,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,1.253,8.325,9.23,7,Agree,Agree,1.14,6.235,6.902,7,Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,35-44,Clubs,4,0,0,0,1,73,127,302,435,46.916,NA,Correct,NA,Correct
621,100,TRUE,Yes,58,Male,NA,TRUE,New South Wales,New South Wales,Major City,Postgraduate degree,NA,"Yes, part time","$5,000 or more",10.886,32.087,33.297,3,Agree,Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,37.321,50.857,57.918,2,Slightly Agree,Agree,25.891,32.64,33.784,3,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,0,0,0,0,0,0,0,0,2,FALSE,2,10,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,55-64,Clubs,4,0,0,0,1,103,170,628,809,67.173,NA,Correct,NA,Correct
622,100,TRUE,Yes,40,Male,NA,TRUE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - looking for work",$600 - $799,7.482,19.12,20.173,6,Agree,Agree,Slightly Agree,Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,4.32,24.644,25.707,7,Agree,Agree,3.91,8.304,9.201,4,Agree,Agree,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,50,FALSE,50,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,35-44,Design,3,0,0,1,0,104,250,1330,1591,83.492,NA,Correct,NA,Correct
625,100,TRUE,Yes,66,Male,NA,TRUE,New South Wales,New South Wales,Inner Regional,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",$300 - $399,10.094,19.847,21.187,3,Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Agree,Slightly Agree,40.875,44.996,47.669,2,Agree,Agree,20.31,23.076,23.947,2,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Agree,Strongly Disagree,Slightly Agree,Disagree,0,1,0,0,0,1,0,0,0,FALSE,2,100,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Design,3,0,0,1,0,184,349,649,1053,129.281,NA,Correct,NA,Correct
628,100,TRUE,Yes,35,Male,NA,TRUE,Victoria,Victoria,Major City,Postgraduate degree,NA,"Yes, full time","$1,000 - $1,249",2.783,17.389,19.337,13,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Disagree,3.222,8.662,9.3,9,Agree,Agree,84.881,93.759,94.61,9,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,0,0,0,0,0,0,0,0,28,FALSE,28,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,35-44,Design,3,0,0,1,0,130,185,482,683,76.578,NA,Correct,NA,Correct
632,100,TRUE,Yes,39,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, full time","$2,000 - $2,499",3.622,21.908,22.987,16,Agree,Slightly Agree,Slightly Disagree,Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,3.801,28.557,29.676,16,Slightly Agree,Slightly Agree,3.652,12.256,13.127,12,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,0,0,2,0,0,0,0,0,0,FALSE,2,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,35-44,Brain,2,0,1,0,0,136,204,413,635,98.982,NA,Correct,NA,Correct
637,100,TRUE,Yes,45,Female,NA,FALSE,Victoria,Victoria,Outer Regional,Year 12 or equivalent,NA,"No, not employed - looking for work",$800 - $999,24.954,116.265,118.467,6,Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,9.041,39.105,40.226,5,Slightly Agree,Slightly Agree,2.064,8.138,9.378,3,Agree,Agree,Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,0,2,0,0,0,0,0,0,0,FALSE,2,25,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Design,3,0,0,1,0,103,180,639,848,48.085,NA,Correct,NA,Correct
640,100,TRUE,Yes,37,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, full time","$4,000 - $4,999",0.809,8.599,9.386,12,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,0.778,5.777,6.138,7,Slightly Agree,Agree,0.85,4.987,5.9,7,Slightly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0,0,0,2,0,0,0,0,0,FALSE,2,10,20,Never,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,13,High Risk,Male,35-44,Brain,2,0,1,0,0,578,617,2319,2981,48.288,205.091,Depression,Union,Failed
641,100,TRUE,Yes,52,Male,NA,TRUE,New South Wales,New South Wales,Major City,Year 12 or equivalent,NA,"Yes, full time","$2,000 - $2,499",3.423,20.33,20.983,12,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,2.588,47.417,47.879,22,Disagree,Disagree,2.273,18.778,19.35,10,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Agree,Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,45-54,Control,1,1,0,0,0,NA,95,458,562,0,0,Control,Control,CTRL
644,100,TRUE,Yes,65,Male,NA,TRUE,Victoria,Victoria,Inner Regional,"A trade, technical certificate or diploma",NA,"Yes, part time","$2,000 - $2,499",7.564,23.019,25.195,7,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,3.191,56.054,56.897,9,Slightly Agree,Slightly Disagree,8.64,57.24,58.3,10,Slightly Disagree,Slightly Disagree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,0,24,0,0,0,0,24,0,30,FALSE,78,200,50,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,1,Low Risk,Male,65+,Brain,2,0,1,0,0,289,389,637,1162,251.944,NA,Correct,NA,Correct
645,100,TRUE,Yes,86,Female,NA,FALSE,Victoria,Victoria,Major City,Year 10 or below,NA,"No, not employed - not looking for work",$400 - $599,13.991,148.295,150.39,4,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Slightly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,13.115,23.875,25.474,2,Slightly Agree,Slightly Agree,10.408,28.608,30.042,3,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,500,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,65+,Clubs,4,0,0,0,1,220,344,744,1114,62.281,32.298,Depression,FreeMeals,Failed
646,100,TRUE,Yes,66,Female,NA,FALSE,Victoria,Victoria,Major City,Year 10 or below,NA,"Yes, part time",$800 - $999,10.786,22.785,24.19,5,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,1.775,20.522,21.441,4,Agree,Agree,1.147,8.861,10.231,4,Agree,Agree,Strongly Agree,Agree,Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,0,1,0,0,0,1,1,0,10,FALSE,13,100,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,65+,Control,1,1,0,0,0,NA,88,1208,1307,0,0,Control,Control,CTRL
649,100,TRUE,Yes,65,Male,NA,TRUE,Victoria,Victoria,Inner Regional,Undergraduate university degree,NA,"No, not employed - not looking for work","$1,000 - $1,249",45.124,57.457,58.979,3,Slightly Agree,Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,139.648,151.105,152.308,2,Slightly Agree,Slightly Agree,40.53,49.23,50.569,5,Slightly Agree,Slightly Agree,Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,0,0,0,0,0,10,0,0,0,FALSE,10,1500,0,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,3,Moderate Risk,Male,65+,Brain,2,0,1,0,0,373,517,2069,2629,191.209,30.868,Again,Correct,Correct
652,100,TRUE,Yes,75,Male,NA,TRUE,New South Wales,New South Wales,Outer Regional,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",$800 - $999,8.593,18.342,19.735,3,Disagree,Strongly Disagree,Strongly Disagree,Agree,I Don't Know,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,23.343,27.397,28.589,2,Strongly Disagree,Strongly Disagree,22.253,24.981,25.921,2,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0,0,0,0,0,52,0,0,0,FALSE,52,100,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Control,1,1,0,0,0,NA,77,530,766,0,0,Control,Control,CTRL
657,100,TRUE,Yes,60,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"No, not employed - looking for work","$1,500 - $1,999",3.384,22.468,23.387,11,Slightly Agree,Disagree,Disagree,Disagree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Strongly Agree,3.692,54.379,55.471,14,Agree,Agree,4.788,12.347,13.138,7,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Strongly Agree,Agree,Slightly Agree,Agree,Agree,0,60,0,0,0,0,0,0,4,FALSE,64,1000,0,Sometimes,Never,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,10,High Risk,Male,55-64,Clubs,4,0,0,0,1,214,277,596,886,174.358,NA,Correct,NA,Correct
659,100,TRUE,Yes,81,Male,NA,TRUE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"No, not employed - not looking for work","$2,000 - $2,499",21.129,40.928,43.62,3,Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,43.124,53.356,56.729,2,Agree,Agree,25.78,29.644,32.833,2,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Clubs,4,0,0,0,1,203,368,792,1211,152.718,NA,Correct,NA,Correct
662,100,TRUE,Yes,70,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, part time",$800 - $999,3.398,26.686,30.375,5,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,15.945,46.96,48.608,5,Agree,Agree,22.193,30.905,32.887,4,Agree,Agree,Slightly Agree,Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,2,FALSE,2,10,0,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,1,Low Risk,Female,65+,Design,3,0,0,1,0,181,320,683,1123,148.276,NA,Correct,NA,Correct
663,100,TRUE,Yes,70,Female,NA,FALSE,Victoria,Victoria,Outer Regional,Undergraduate university degree,NA,"No, not employed - not looking for work","$2,000 - $2,499",5.087,15.262,16.218,9,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,I Don't Know,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1.478,24.963,25.902,14,Strongly Agree,Strongly Agree,1.648,11.229,12.648,5,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,0,0,0,0,0,0,0,0,52,FALSE,52,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,65+,Control,1,1,0,0,0,NA,101,419,530,0,0,Control,Control,CTRL
665,100,TRUE,Yes,66,Male,NA,TRUE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"Yes, full time","$1,500 - $1,999",18.152,28.869,29.787,8,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,5.941,32.156,33.788,8,Agree,Agree,2.726,12.702,13.501,7,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,0,60,12,0,0,4,0,0,4,FALSE,80,400,0,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,3,Moderate Risk,Male,65+,Design,3,0,0,1,0,125,266,907,1199,93.827,NA,Correct,NA,Correct
668,100,TRUE,Yes,72,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"No, not employed - not looking for work","$2,000 - $2,499",2.339,15.052,15.848,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,I Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,0.915,17.293,24.574,18,Strongly Agree,Strongly Agree,0.844,6.689,7.402,9,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Brain,2,0,1,0,0,237,333,483,915,58.092,122.977,Depression,Correct,Correct
671,100,TRUE,Yes,48,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, full time","$3,000 - $3,499",8.406,16.783,18.273,3,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,58.281,61.457,62.413,2,Strongly Agree,Strongly Agree,23.373,26.038,26.979,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Agree,0,1,2,0,0,0,6,4,30,FALSE,43,150,0,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,1,Low Risk,Female,45-54,Brain,2,0,1,0,0,329,396,578,1006,279.302,NA,Correct,NA,Correct
673,100,TRUE,Yes,39,Male,NA,TRUE,Victoria,Victoria,Outer Regional,"A trade, technical certificate or diploma",NA,"Yes, full time","$1,000 - $1,249",2.191,53.296,54.4,15,Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly Disagree,4.609,32.043,33.054,20,Agree,Slightly Agree,2.476,23.2,24.269,16,Agree,Agree,Agree,Strongly Agree,Disagree,Slightly Agree,Agree,Slightly Disagree,Strongly Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,5,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,35-44,Design,3,0,0,1,0,137,240,761,1017,111.295,NA,Correct,NA,Correct
677,100,TRUE,Yes,39,Male,NA,TRUE,Victoria,Victoria,Major City,Postgraduate degree,NA,"Yes, part time","$1,000 - $1,249",4.608,30.707,31.607,12,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,3.222,66.342,66.867,9,Slightly Agree,Slightly Agree,2.463,14.932,15.456,8,Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,2,0,4,0,0,0,0,0,10,FALSE,16,20,0,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,1,Low Risk,Male,35-44,Brain,2,0,1,0,0,135,210,723,946,57.086,24.667,Depression,Correct,Correct
684,100,TRUE,Yes,25,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, part time","$2,000 - $2,499",0.867,16.437,17.231,14,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,I Don't Know,Agree,Agree,Agree,Agree,Strongly Agree,1.292,44.076,44.681,18,Agree,Agree,1.156,19.407,20.245,10,Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Agree,0,0,2,0,0,0,0,1,0,FALSE,3,100,0,Sometimes,Sometimes,Most of the time,Never,Sometimes,Never,Never,Never,Never,5,Moderate Risk,Male,65+,Clubs,4,0,0,0,1,171,220,431,663,51.02,64.648,Clinic,FreeMeals,Failed
686,100,TRUE,Yes,39,Female,NA,FALSE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"Yes, full time","$3,500 - $3,999",3.203,5.337,6.664,3,Slightly Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,6.468,7.407,8.438,2,Slightly Agree,Slightly Disagree,7.733,8.856,9.89,2,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,3,0,5,0,0,0,0,0,0,FALSE,8,500,10,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,13,High Risk,Female,35-44,Control,1,1,0,0,0,NA,536,296,854,0,0,Control,Control,CTRL
688,100,TRUE,Yes,84,Male,NA,TRUE,New South Wales,New South Wales,Outer Regional,Undergraduate university degree,NA,"Yes, part time","$3,000 - $3,499",8.804,21.787,24.236,4,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,19.265,28.325,31.215,2,Agree,Agree,9.845,21.357,22.612,2,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,12,FALSE,12,24,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Control,1,1,0,0,0,NA,124,666,865,0,0,Control,Control,CTRL
690,100,TRUE,Yes,68,Male,NA,TRUE,New South Wales,New South Wales,Outer Regional,Year 12 or equivalent,NA,"No, not employed - not looking for work",Negative Income,8.38,30.997,32.117,6,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,3.612,25.358,26.265,5,Slightly Agree,Slightly Agree,2.541,11.006,11.702,6,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,0,50,0,0,0,60,0,0,20,FALSE,130,2000,0,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,6,Moderate Risk,Male,65+,Design,3,0,0,1,0,109,236,497,776,70.301,NA,Correct,NA,Correct
691,100,TRUE,Yes,57,Female,NA,FALSE,Victoria,Victoria,Inner Regional,Year 10 or below,NA,"No, not employed - not looking for work",Nil Income,3.069,13.31,13.931,6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3.244,11.655,12.294,5,Agree,Agree,1.325,8.799,9.415,4,Agree,Agree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,55-64,Clubs,4,0,0,0,1,117,166,316,492,46.669,22.782,Clinic,Correct,Correct
696,100,TRUE,Yes,67,Male,NA,TRUE,Victoria,Victoria,Major City,Year 10 or below,NA,"No, not employed - not looking for work",$400 - $599,16.496,44.557,46.871,5,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,I Don't Know,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,49.123,57.333,58.596,2,Slightly Agree,Slightly Agree,31.354,33.465,36.701,2,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,0,12,0,0,0,3,0,0,52,FALSE,67,90,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Design,3,0,0,1,0,206,315,908,1257,172.097,NA,Correct,NA,Correct
700,100,TRUE,Yes,66,Male,NA,TRUE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",Nil Income,9.43,23.502,25.394,6,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,I Don't Know,Slightly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,15.234,22.427,24.417,5,Agree,Slightly Agree,26.69,30.545,31.601,4,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Slightly Agree,Disagree,Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Clubs,4,0,0,0,1,168,271,574,888,52.885,62.988,Music,Correct,Correct
701,100,TRUE,Yes,79,Male,NA,TRUE,Victoria,Victoria,Outer Regional,Year 12 or equivalent,NA,"No, not employed - not looking for work",$400 - $599,4.649,26.015,27.068,6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6.829,51.768,52.852,6,Strongly Agree,Strongly Agree,2.901,29.797,30.601,6,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,0,0,0,0,0,0,0,0,25,FALSE,25,64,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Brain,2,0,1,0,0,247,387,902,1427,195.8,NA,Correct,NA,Correct
702,100,TRUE,Yes,41,Male,NA,TRUE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"No, not employed - looking for work",$600 - $799,3.11,19.235,20.034,21,Strongly Agree,Strongly Agree,Agree,Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,2.61,17.071,17.995,18,Slightly Agree,Agree,3.944,15.378,19.758,15,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,35-44,Brain,2,0,1,0,0,207,273,431,720,173.044,NA,Correct,NA,Correct
